FID,Match_addr,Addr_type,StAddr,City,Region,Postal,Country,X,Y,DisplayX,DisplayY,ARC_Single,AGENCY,NAME,YOUTH_FACI,THRIRTYFIV,FRTHGRD_RE,AVAIL_STAF,BEST_TIMES,WEBSITE,PHONE_1,AddressLin,Latitude,Longitude,ADV_RES_RE,EKIP_VOUCH
219,"71203, Monroe, Louisiana",Postal, ,Monroe,Louisiana,71203,USA,-92.042609,32.541212,-92.042609,32.541212,"480 Richland Pl, Monroe, LA, 71203", U.S. Fish and Wildlife Service,Black Bayou Lake NWR,"Visitor center, education center, amphitheater, arboretum, trails, observation platform",Y,"outdoor recreation, education programs,exhibits;  events, wildlife observation and photography","Y, with volunteers and partner organizations","Prime months September - June, but can visit year round",http://www.fws.gov/northlouisiana/blackbayoulake/,(318) 387-1114,"480 Richland Pl, Monroe, LA, 71203",32.541212,-92.042609,No,
220,"Eagle Bend Pt, Bossier City, Louisiana, 71112",StreetName,Eagle Bend Pt,Bossier City,Louisiana,71112,USA,-93.677535,32.445727,-93.677535,32.445727,"150 Eagle Bend Point,_Bossier City, LA, 71112", U.S. Fish and Wildlife Service,Red River NWR,"Visitor center, education center, trails, observation platform",Y,"outdoor recreation, education programs,exhibits;  events, wildlife observation and photography","Y, with staff, volunteers and partner organizations","Prime months September - June, but can visit year round",http://www.fws.gov/refuge/Red_River/,318-742-1219,"150 Eagle Bend Point,_Bossier City, LA, 71112",32.445727,-93.677535,No,
221,"9 Water St, Rockland, Maine, 04841",PointAddress,9 Water St,Rockland,Maine,4841,USA,-69.109085,44.099786,-69.109411,44.09975,"9 Water Street, Rockalnd, ME, 04841", U.S. Fish and Wildlife Service,Maine Coastal Islands NWR,Visitor Center,Y,Visitor Center and trails, ,March - November,http://www.fws.gov/refuge/maine_coastal_islands/,(207) 594-0600,"9 Water Street, Rockalnd, ME, 04841",44.099786,-69.109085,No,
222,"321 Port Rd, Wells, Maine, 04090",StreetAddress,321 Port Rd,Wells,Maine,4090,USA,-70.547202,43.348219,-70.547202,43.348219,"321 Port Rd, Wells, ME, 04090", U.S. Fish and Wildlife Service,Rachel Carson NWR,"visitor contact station, trails,",Y,"education programs, recreation","Y, with volunteers and partner organizations","Prime months September - June, but can visit year round",http://www.fws.gov/refuge/rachel_carson/,(207) 646-9226,"321 Port Rd, Wells, ME, 04090",43.348219,-70.547202,No,
223,"2145 Key Wallace Dr, Cambridge, Maryland, 21613",StreetAddress,2145 Key Wallace Dr,Cambridge,Maryland,21613,USA,-76.122995,38.446976,-76.122995,38.446976,"2145 Key Wallace Drive, Cambridge, Maryland , 21613", U.S. Fish and Wildlife Service,Blackwater NWR,"visitor/education center, trails,  auto tour route, bicycling routes",Y,"outdoor recreation, education programs,exhibits; events","Y, with volunteers and partner organizations","Prime months September - June, but can visit year round", ,410-228-2677,"2145 Key Wallace Drive, Cambridge, Maryland , 21613",38.446976,-76.122995,No,
224,"10901 Scarlet Tanager Loop, Laurel, Maryland, 20708",StreetAddress,10901 Scarlet Tanager Loop,Laurel,Maryland,20708,USA,-76.799604,39.02748,-76.799604,39.02748,"10901 Scarlett Tanager Loop, Laurel, MD, 20708", U.S. Fish and Wildlife Service,Patuxent Research Refuge,"visitor/education center, trails,  auto tour route, outdoor classroom kiosks for educator materials and resources",Y,"outdoor recreation, education programs,exhibits;  events","Y, with volunteers and partner organizations","Prime months September - June, but can visit year round",http://www.fws.gov/refuge/patuxent/,301-497-5763,"10901 Scarlett Tanager Loop, Laurel, MD, 20708",39.02748,-76.799604,No,
225,"6 Plum Island Tpke, Newburyport, Massachusetts, 01950",StreetAddress,6 Plum Island Tpke,Newburyport,Massachusetts,1950,USA,-70.849333,42.799953,-70.849333,42.799953,"6 Plum Island Turnpike, Newburyport , MA, 01950", U.S. Fish and Wildlife Service,Parker River NWR,"visitor center, education center, auditorium, exhibits, auto tour route, trails, observation towers, outdoor recreation",Y,"outdoor recreation,   education programs,exhibits; hiking, wildlife observation and photography, events","Y, with staff, volunteers and partner organizations",Year round,http://www.fws.gov/refuge/parker_river/,978-465-5753,"6 Plum Island Turnpike, Newburyport , MA, 01950",42.799953,-70.849333,No,
226,"73 Weir Hill Rd, Sudbury, Massachusetts, 01776",StreetAddress,73 Weir Hill Rd,Sudbury,Massachusetts,1776,USA,-71.375407,42.401233,-71.375407,42.401233,"73 Weir Hill Road, Sudbury, MA, 01776", U.S. Fish and Wildlife Service,Eastern Massachussetts NWR Complex,"Visitor Center, trails",Y,"outdoor recreation,   education programs,exhibits; hiking, events","Yes, intermittent guides available at Assabet River NWR and Concord unit","Prime months September - June, but can visit year round",http://www.fws.gov/refuge/Great_Meadows/About_the_Complex.html,978-443-4661,"73 Weir Hill Road, Sudbury, MA, 01776",42.401233,-71.375407,No,
227,"103 E Plumtree Rd, Sunderland, Massachusetts, 01375",StreetAddress,103 E Plumtree Rd,Sunderland,Massachusetts,1375,USA,-72.535508,42.43237,-72.535508,42.43237,"103 E. Plumtree Road, Sunderland, MA , 01375", U.S. Fish and Wildlife Service,Silvio Conte NWR,"visitor/education center, trails",Y,"education, exhibits, volunteer stewardship activities, limited recreation, Adopt-a-Habitat program","Y, staff and volunteer, partners at Great Falls Discovery Center, Turners Falls","Prime months October - June, but can visit year round",http://www.fws.gov/refuge/Silvio_O_Conte/,413-548-8002,"103 E. Plumtree Road, Sunderland, MA , 01375",42.43237,-72.535508,No,
228,"1674 Refuge Entrance Rd, Seney, Michigan, 49883",StreetAddress,1674 Refuge Entrance Rd,Seney,Michigan,49883,USA,-85.945702,46.28821,-85.945702,46.28821,"1674 Refuge Entrance Rd., Seney, MI , 49883", U.S. Fish and Wildlife Service,Seney NWR,"Visitor center, trails, observation platform",Y,"outdoor recreation,   education programs,exhibits; hiking, wildlife observation and photography, events","Y, seasonal w/limited staff, volunteers and partner organizations",Prime months April - November; but school groups can visit year round,http://www.fws.gov/refuge/Seney/,906-586-9851,"1674 Refuge Entrance Rd., Seney, MI , 49883",46.28821,-85.945702,No,
229,"602 MN 210 E, Fergus Falls, Minnesota, 56537",PointAddress,602 MN 210 E,Fergus Falls,Minnesota,56537,USA,-96.064958,46.266323,-96.064121,46.26526,"602 State Highway 210E, Fergus Falls, MN , 56537", U.S. Fish and Wildlife Service,Prairie Wetlands Learning Center,"education center, trails",Y,"outdoor recreation, education programs,exhibits; hiking, wildlife observation and photography, snowshoeing, events","Y, with staff, education specialists, and volunteers and partner organizations",Year round,http://www.fws.gov/refuge/fergus_falls_wmd/,218-739-2291,"602 State Highway 210E, Fergus Falls, MN , 56537",46.266323,-96.064958,No,
230,"7200 Crane Ln, Gautier, Mississippi, 39553",StreetAddress,7200 Crane Ln,Gautier,Mississippi,39553,USA,-88.656079,30.451045,-88.656079,30.451045,"7200 Crane Lane, Gautier, MS, 39553", U.S. Fish and Wildlife Service,MS Sandhill Crane NWR,"Visitor center, auditorium,  trails",Y,"outdoor recreation, education programs,exhibits; hiking, wildlife observation and photography, events","Y, with staff, volunteers and partner organizations","Prime months September - June, but can visit year round",http://www.fws.gov/refuge/mississippi_sandhill_crane/,228-497-6322,"7200 Crane Lane, Gautier, MS, 39553",30.451045,-88.656079,No,
231,"Bluff Lake Rd, Brooksville, Mississippi, 39739",StreetName,Bluff Lake Rd,Brooksville,Mississippi,39739,USA,-88.778641,33.267679,-88.778641,33.267679,"13723 Bluff Lake Road, Brooksville, Mississippi , 39739", U.S. Fish and Wildlife Service,Sam D Hamilton Noxubee NWR,"Visitor center, education center, trails, observation platforms",Y,"outdoor recreation, education programs,exhibits; hiking, wildlife observation and photography, events","Y, with staff, volunteers and partner organizations","Prime months September - June, but can visit year round",http://www.fws.gov/refuge/Noxubee/,662-323-5548,"13723 Bluff Lake Road, Brooksville, Mississippi , 39739",33.267679,-88.778641,No,
232,"24279 MO 51, Puxico, Missouri, 63960",StreetAddress,24279 MO 51,Puxico,Missouri,63960,USA,-90.144728,36.96833,-90.144728,36.96833,"24279 State Highway 51, Puxico, 63960", U.S. Fish and Wildlife Service,Mingo NWR,"visitor center, theater, trails,  auto tour route",Y,"outdoor recreation,   education programs,exhibits; wildlife observation and photography, events","Y, with staff and volunteers","Prime months September - June, but can visit year round",http://www.fws.gov/refuge/Mingo/,573-222-3589,"24279 State Highway 51, Puxico, 63960",36.96833,-90.144728,No,
233,"4567 Wildfowl Ln, Stevensville, Montana, 59870",PointAddress,4567 Wildfowl Ln,Stevensville,Montana,59870,USA,-114.077486,46.555303,-114.076521,46.55593,"4567 Wildfowl Lane, Stevensville, MT, 59870", U.S. Fish and Wildlife Service,Lee Metcalf NWR,"Visitor center, outdoor amphitheater, conference room, 2 outdoor EE shelters, trails, driving route",Y,"outdoor recreation,   education programs,exhibits; wildlife observation and photography, events","Y, with staff, volunteers and partner organizations","Prime months September - June, but can visit year round",http://www.fws.gov/refuge/Lee_Metcalf/,406-777-5552,"4567 Wildfowl Lane, Stevensville, MT, 59870",46.555303,-114.077486,No,
234,"Refuge Rd, Valentine, Nebraska, 69201",StreetName,Refuge Rd,Valentine,Nebraska,69201,USA,-100.660523,42.527654,-100.660523,42.527654,"39983 Refuge Road, Valentine, Nebraska , 69201", U.S. Fish and Wildlife Service,Fort Niobrara NWR,"visitor education center, auto tour route, trails, outdoor recreation",Y,"outdoor recreation,   education programs,exhibits; wildlife observation and photography, events", ,March - November,http://www.fws.gov/refuge/fort_niobrara/,402-376-3789,"39983 Refuge Road, Valentine, Nebraska , 69201",42.527654,-100.660523,No,
235,"16001 Corn Creek Rd, Las Vegas, Nevada, 89124",StreetAddress,16001 Corn Creek Rd,Las Vegas,Nevada,89124,USA,-115.361983,36.436606,-115.361983,36.436606,"16001 Corn Creek Road, Las Vegas, NV , 89124", U.S. Fish and Wildlife Service,Desert NWR,"Visitor center, exhibits, education center, trails, primitive camping",Y,"outdoor recreation,   education programs,exhibits; wildlife observation and photography, events", ,Year round,http://www.fws.gov/refuge/desert/,702-879-6110,"16001 Corn Creek Road, Las Vegas, NV , 89124",36.436606,-115.361983,No,
236,"800 Great Creek Rd, Galloway, New Jersey, 08205",StreetAddress,800 Great Creek Rd,Galloway,New Jersey,8205,USA,-74.451986,39.465201,-74.451986,39.465201,"800 Great Creek Road, Galloway, New Jersey , 08231", U.S. Fish and Wildlife Service,Forsythe NWR,"visitor education center, trails, outdoor recreation",Y,"outdoor recreation, education programs, citizen science,  education, exhibits, volunteer stewardship activities,  recreation","Y, with volunteers and partner organizations","Year-round opportunities.Peak periods May through September, although activities are offered throughout the year",http://www.fws.gov/refuge/Edwin_B_Forsythe/,609-652-1665,"800 Great Creek Road, Galloway, New Jersey , 08231",39.465201,-74.451986,No,
237,"Lane 1, San Antonio, Paraձaque, Fourth District NCR, National Capital Region",StreetName,Lane 1,Paraձaque,National Capital Region, ,PHL,121.03301,14.465175,121.03301,14.465175,"1001 Highway 1, San Antonio, NM, 87832", U.S. Fish and Wildlife Service,Bosque Del Apache NWR,"Visitor Center, education center, trails, auto tour route, outdoor recreation",Y,"outdoor recreation,   education programs,exhibits; wildlife observation and photography, events", ,Year round,http://www.fws.gov/refuge/bosque_del_apache/,575-835-1828,"1001 Highway 1, San Antonio, NM, 87832",14.465175,121.03301,No,
238,"4200 W Pine Lodge Rd, Roswell, New Mexico, 88201",StreetAddress,4200 W Pine Lodge Rd,Roswell,New Mexico,88201,USA,-104.588757,33.452044,-104.588757,33.452044,"4200 East Pine Lodge Road, Roswell, NM, 88201", U.S. Fish and Wildlife Service,Bitter Lake NWR,"visitor education center, trails, outdoor recreation",Y,"outdoor recreation, education programs, citizen science,  education, exhibits, volunteer stewardship activities, auto tour, recreation","Y, with volunteers and partner organizations",Year-round opportunities.,http://www.fws.gov/refuge/Bitter_Lake/,575-622-6755,"4200 East Pine Lodge Road, Roswell, NM, 88201",33.452044,-104.588757,No,
239,"87801, Socorro, New Mexico",Postal, ,Socorro,New Mexico,87801,USA,-106.89654,34.060283,-106.89654,34.060283,"Socorro, NM, 87801", U.S. Fish and Wildlife Service,Sevilleta NWR,"visitor education center, trails, outdoor recreation",Y,"outdoor recreation, education programs, citizen science,  education, exhibits, volunteer stewardship activities,  recreation","Y, with volunteers and partner organizations",Year-round opportunities.,http://www.fws.gov/refuge/Sevilleta/,505-864-4021,"Socorro, NM, 87801",34.060283,-106.89654,No,
240,"1101 Casey Rd, Basom, New York, 14013",StreetAddress,1101 Casey Rd,Basom,New York,14013,USA,-78.403039,43.111276,-78.403039,43.111276,"1101 Casey Road, Basom, NY, 14013", U.S. Fish and Wildlife Service,Iriquois NWR,"visitor education center, trails, outdoor recreation",Y,"outdoor recreation, education programs, citizen science,  education, exhibits, volunteer stewardship activities","Y, with volunteers and partner organizations", ,http://www.fws.gov/refuge/iroquois/,585-948-5445,"1101 Casey Road, Basom, NY, 14013",43.111276,-78.403039,No,
241,"US 20, Seneca Falls, New York, 13148",StreetName,US 20,Seneca Falls,New York,13148,USA,-76.782755,42.929267,-76.782755,42.929267,"3395 U.S. Route 20 East, Seneca Falls, NY, 13148", U.S. Fish and Wildlife Service,Montezuma NWR,"visitor education center, trails, outdoor recreation",Y,"outdoor recreation, education programs, citizen science,  education, exhibits, volunteer stewardship activities,  recreation","Y, with volunteers and partner organizations",Peak periods April through November,http://www.fws.gov/refuge/montezuma/,315-568-5987,"3395 U.S. Route 20 East, Seneca Falls, NY, 13148",42.929267,-76.782755,No,
242,"340 Smith Rd, Shirley, New York, 11967",StreetAddress,340 Smith Rd,Shirley,New York,11967,USA,-72.879776,40.792439,-72.879776,40.792439,"340 Smith Road, Shirley, NY, 11967", U.S. Fish and Wildlife Service,Werthiem NWR,"visitor education center, trails, outdoor recreation",Y,"outdoor recreation, education programs, citizen science, volunteer stewardship programs,  education, exhibits, volunteer stewardship activities","Y, with volunteers and partner organizations","Peak periods April through November, although activities are offered throughout the year",http://www.fws.gov/refuge/wertheim/,631-286-0485,"340 Smith Road, Shirley, NY, 11967",40.792439,-72.879776,No,
243,"27954, Manteo, North Carolina",Postal, ,Manteo,North Carolina,27954,USA,-75.676967,35.911086,-75.676967,35.911086,"100 Conservation Way, Manteo, NC, 27954", U.S. Fish and Wildlife Service,Alligator River NWR,"visitor education center, trails, outdoor recreation",Y,"outdoor recreation, education programs, citizen science, volunteer stewardship programs,  education, exhibits, volunteer stewardship activities, transpotation grants through partner","Y, with volunteers and partner organizations",Year-round opportunities.,http://www.fws.gov/refuge/Alligator_River/,252-473-1131,"100 Conservation Way, Manteo, NC, 27954",35.911086,-75.676967,No,
